anime_id,producers
38572,KLab
38572,entama
841,TBS
841,Studio Wombat
49831,Unknown
50495,Unknown
31018,Unknown
24855,TV Tokyo
24855,VAP
24855,Age Global Networks
12361,Unknown
546,Frontier Works
546,Rondo Robe
9822,Unknown
31793,Earth Star Entertainment
31793,F.M.F
1885,TV Tokyo
1226,Unknown
10802,Unknown
22735,Unknown
31777,Unknown
2781,Genco
2781,Pioneer LDC
1098,Unknown
34979,Unknown
38416,Tencent Animation & Comics
38416,Tencent Games
38416,Friendly Land
38416,Stray Cats
1349,AIC
11541,Unknown
30410,TV Tokyo
9781,TV Asahi
3885,Sanrio
10349,TBS
33966,dugout
3451,TV Tokyo Music
39799,Square Enix
39799,Sotsu
39799,AT-X
39799,Tokyo MX
39799,Avex Pictures
39799,Docomo Anime Store
39799,BS11
39799,GYAO!
39799,A-Sketch
39799,MAGNET
39799,entama
8960,Unknown
5636,Unknown
8239,Wako Productions
36666,Anhui Xinhua Media
36666,Panimation Hwakai Media
36666,Disney Animation China
4025,Sanrio
10526,Unknown
45665,Pony Canyon
12243,Studio Jack
18241,Unknown
23259,Sotsu
23259,Mainichi Broadcasting System
23259,Tohokushinsha Film Corporation
44848,Unknown
22835,Unknown
3724,Nikkatsu
35254,Yomiuri Telecasting
49110,DRAWIZ
40166,Unknown
23213,Unknown
42825,Frontier Works
42825,Glovision
33447,Pony Canyon
33447,Studio NOIX
33447,comico
12763,P Productions
18635,Fuji TV
46604,Warner Bros. Japan
46604,Ai Addiction
27621,Unknown
15043,Ryukyu Asahi Broadcasting
16027,Unknown
28537,Tohokushinsha Film Corporation
23915,Sanrio Digital
1743,Genco
21507,TV Tokyo
21507,Dentsu
21507,Square Enix
21507,Media Factory
21507,Sony Music Communications
1139,Unknown
6889,Unknown
41062,Unknown
4331,TV Tokyo
40738,Unknown
13143,Shogakukan Music & Digital Entertainment
34669,B.CMAY PICTURES
34669,Alpha Group Co. Ltd.
19959,KSS
31246,Sunwoo Entertainment
11521,Sanrio
56,Yomiko Advertising
12145,Unknown
8375,Unknown
16317,DAX Production
30746,DAX Production
30746,Dream Creation
3294,TV Tokyo
3294,Wako Productions
3683,Unknown
12887,Unknown
23351,Wako Productions
18205,CoMix Wave Films
34852,Production I.G
34852,NHK
7980,Unknown
13307,Unknown
31539,Unknown
275,m.o.e.
39893,Victor Entertainment
39893,Smile Company
8241,Avex Entertainment
8241,Pony Canyon
40783,Half H.P Studio
40783,Nippon Columbia
40783,Kadokawa
31790,Sotsu
31790,Magic Capsule
31790,flying DOG
31790,Fields
8011,Unknown
4823,Sony Pictures Entertainment
4823,Avex Entertainment
4823,Nihon Ad Systems
9175,Unknown
38016,NHK
38016,Fanworks
39668,Unknown
46118,Delfi Sound
2024,Unknown
35313,TV Tokyo
35313,Shochiku
35313,Victor Entertainment
35313,AT-X
35313,Bushiroad
35313,Age Global Networks
35313,Docomo Anime Store
35313,Kadokawa
35313,Crunchyroll SC Anime Fund
35313,Sega Games
37576,WOWOW
37576,Genco
37576,Lantis
37576,BS Fuji
37576,Nippon Television Network
37576,Forecast Communications
37576,Yomiuri TV Enterprise
37576,Marui Group
37576,Bandai Namco Arts
37576,TO Books
37576,MediaNet Pictures
31143,Unknown
6523,EBS
30386,NHK
38611,Unknown
33803,King Records
37096,Akatsuki
2822,Unknown
11405,Tele-Cartoon Japan
53633,AT-X
53633,Tokyo MX
53633,Sammy
53633,Kansai Telecasting
53633,BS NTV
53633,Kadokawa
53633,P.I.C.S.
1685,Studio Jack
1623,Unknown
40367,TV Tokyo
858,Unknown
17727,Ryukyu Asahi Broadcasting
40961,Aniplex
31965,B.CMAY PICTURES
31965,Alpha Group Co. Ltd.
38525,Unknown
31318,Bandai Visual
31318,Lantis
31318,Bushiroad
31318,Good Smile Company
31318,BS11
31318,Sony PCL
36797,Tokyo MX
36797,Fan Company
36797,Global Solutions
6989,Unknown
44208,TV Tokyo
44208,DRAWIZ
44208,Toho Interactive Animation
17521,TV Asahi
34738,King Records
38440,Chukyo TV Broadcasting
1947,Starchild Records
40085,Kadokawa
1912,GDH
1912,Sotsu Music Publishing
40608,Dentsu
40608,Fuji TV
40608,BS Fuji
40608,Avex Pictures
40608,Crunchyroll
40608,Tencent Japan
40608,Bandai Namco Arts
40608,aNCHOR
50285,Pierrot
50285,TV Tokyo
50285,WarRock
50871,Docomo Anime Store
50871,COLOPL
50871,BS NTV
50871,Kadokawa
50871,Bandai Namco Filmworks
50871,Pyramid
47639,Mainichi Broadcasting System
47639,Magic Capsule
47639,DMM pictures
48470,Bushiroad
48470,Bit grooove promotion
7867,Kodansha
5344,Unknown
51923,Pony Canyon
51923,Nitroplus
51923,Ultra Super Pictures
51923,Good Smile Company
51923,Crunchyroll
51923,JR East Marketing & Communications
51923,BS NTV
51923,Kadokawa
33026,Yomiuri Telecasting
33026,Level-5
34467,TV Tokyo
49342,Genco
49342,AT-X
49342,Bushiroad
49342,Shounen Gahousha
49342,Daiichi Shokai
49342,Kadokawa
49342,Studio Signpost
30519,Alpha Group Co. Ltd.
21523,Shogakukan Music & Digital Entertainment
16169,AT-X
16169,Takeshobo
16169,Dream Creation
16169,SPO Entertainment
8765,TBS
38534,Alpha Group Co. Ltd.
38295,Unknown
33184,flying DOG
33184,Hakuhodo DY Music & Pictures
33184,COLOPL
8183,Unknown
49184,Unknown
34332,Unknown
35543,Unknown
37268,Broccoli
14045,Earth Star Entertainment
2244,Three Fat Samurai
40129,LIDENFILMS
40403,Sega
40403,Sammy
40403,Tencent Japan
32448,Unknown
3630,TV Asahi
36245,Emon
39063,Mainichi Broadcasting System
39063,Movic
39063,AT-X
39063,TOHO animation
39063,Medicos Entertainment
39063,BS11
39063,Sanyo
17267,Sotsu
17267,Bushiroad
17267,Chrono Gear Creative
17267,Bushiroad Music
8213,Unknown
37992,MAGES.
37992,Cloud22
12767,Unknown
36458,DMM Music
39966,Sotsu
39966,ABC Animation
39966,A3
4264,Sony Pictures Entertainment
4264,Tezuka Productions
4264,Mill Creek Entertainment
55166,Unknown
10987,Shogakukan
510,Soft Garage
26085,DAX Production
26085,Dream Creation
33889,TBS
33889,NBCUniversal Entertainment Japan
39457,Unknown
15787,Unknown
38526,Unknown
19871,TV Tokyo
19871,Avex Entertainment
19871,Dentsu
41574,dugout
38331,Yomiuri Telecasting
38331,Shochiku
38331,Tokyo MX
38331,BS11
38331,JR East Marketing & Communications
38331,Marui Group
38331,Rakuten
38378,Alpha Group Co. Ltd.
21013,TV Tokyo
51415,Magic Capsule
51415,NBCUniversal Entertainment Japan
668,Trinet Entertainment
10459,Unknown
11763,Movic
11763,Earth Star Entertainment
4553,Aniplex
32454,DAX Production
32454,Earth Star Entertainment
35250,VAP
35250,Sotsu
35250,bilibili
35250,Crunchyroll SC Anime Fund
33775,MAGES.
5234,VAP
40196,Marvelous Entertainment
40196,AT-X
40196,Egg Firm
40196,Kadokawa
40196,Bandai Namco Arts
40196,Legs
16405,TOHO
16405,Bouncy
32670,Unknown
40623,Studio Mausu
50267,Sega
50267,Front Wing
1442,Media Factory
1442,TBS
1442,Kadokawa Haruki Corporation
1442,Samsung
1442,Namisokan
2727,Aniplex
29758,TV Tokyo
29758,Sotsu
29758,AT-X
29758,Magic Capsule
29758,KlockWorx
29758,DIVE II Entertainment
29758,Avex Pictures
29758,BS Japan
35332,CoMix Wave Films
50607,Unknown
3259,Pony Canyon
12359,Yomiko Advertising
12359,Nelvana
12359,Milky Cartoon
21421,Unknown
6571,Pioneer LDC
35642,Alpha Group Co. Ltd.
36530,Unknown
786,Kids Station
786,Kodansha
786,Movic
40506,TV Tokyo
40506,Sonilude
21997,Shogakukan-Shueisha Productions
5821,Aniplex
10525,G&G Entertainment
6075,Unknown
25965,Unknown
15749,Unknown
4908,Omnibus Japan
4908,Sony Music Entertainment
34511,Unknown
30382,C2C
49780,Unknown
32947,Aniplex
32947,Dentsu
32947,Kadokawa Shoten
32947,Fuji TV
32947,Kyoraku Industrial Holdings
32947,Kansai Telecasting
36166,Disney Platform Distribution
38070,Unknown
2308,KSS
15915,E&G Films
15915,Fuji TV
15915,Yomiuri Advertising
41383,Unknown
27451,Unknown
34289,Square Enix
34289,Movic
34289,Warner Bros. Japan
34289,KlockWorx
34289,BS11
34289,Egg Firm
13141,DAX Production
13141,Takeshobo
13141,Dream Creation
4709,Unknown
37368,Unknown
37584,TBS
37584,MAGES.
37584,FuRyu
24793,Unknown
28921,Unknown
37484,Unknown
10540,Unknown
32818,Fantawild Animation
32807,Fantawild Animation
27519,Tokyo MX
35835,Half H.P Studio
35835,Kadokawa
35835,MediaLink Entertainment Limited
48492,Sunrise Music
48492,Bandai Namco Arts
9433,Unknown
6077,Unknown
25967,Unknown
38860,TBS
38860,MAGES.
38860,FuRyu
31699,Nippon Television Network
31699,Kate Arrow
7175,Kaeruotoko Shokai
7175,TV Asahi Music
37446,Sotsu
37446,Crunchyroll SC Anime Fund
1664,Unknown
17733,Unknown
10524,Shogakukan-Shueisha Productions
21821,Unknown
34028,BS Fuji
34028,MAGES.
34028,Docomo Anime Store
34028,bilibili
34028,Crunchyroll SC Anime Fund
8130,Unknown
10908,Unknown
3264,Pony Canyon
34975,Unknown
21999,TV Tokyo
21999,Shogakukan-Shueisha Productions
50220,Futabasha
50220,BS11
50220,ABC Animation
50220,Jinnan Studio
50220,Bushiroad Move
50220,Crest
48441,Nihon Falcom
48441,Crunchyroll
48441,NADA Holdings
48441,USERJOY Technology
5474,Unknown
7625,Marubeni
7625,Grouper Productions
7625,Zuiyo
36655,Souten no Ken
33473,TC Entertainment
33473,CREi
38251,Unknown
42883,Unknown
36000,Half H.P Studio
41405,Unknown
17127,Tsubasa Entertainment
17127,Just Production
36945,Sony Pictures Entertainment
36945,Chugai Mining
36945,Hakuhodo
36945,GYAO!
36945,THINKR
36945,Moonbell
36945,LinkedBrain
34052,Dentsu
34052,Shogakukan-Shueisha Productions
34052,Asatsu DK
34052,Mainichi Broadcasting System
34052,Nippon Columbia
34052,Shogakukan
34052,Sumitomo
23409,Unknown
36309,Lantis
36309,Kadokawa
354,m.o.e.
354,Pony Canyon
8041,Unknown
37151,Unknown
7247,Pony Canyon
7247,Kyotoma
31498,Jinnan Studio
31498,Contents Seed
6798,Bandai
31549,Unknown
611,Unknown
32221,RoiVisual
23149,Nippon Television Network
23149,DandeLion Animation Studio
50891,Nippon Animation
50891,Mainichi Broadcasting System
50891,Movic
50891,Jumondo
50891,BS11
50891,My Theater D.D.
50891,Live Viewing Japan
50891,Sonilude
50891,Mixer
50891,Mirai-Kojo
36009,Lantis
36009,AT-X
36009,KlockWorx
36009,Sony Music Communications
36009,BS Fuji
36009,81 Produce
36009,Tokyo MX
36009,Hakuhodo DY Music & Pictures
36009,FuRyu
36009,Kadokawa
36009,D-techno
45207,CHANCE iN
17090,Unknown
21267,Sega
21267,Half H.P Studio
30091,Sotsu
30091,TOHO animation
34088,DAX Production
34088,Coamix
34088,Warner Music Japan
34088,SMIRAL Animation
34088,KBS Kyoto
41529,Unknown
41381,Unknown
10241,Unknown
22221,Mainichi Broadcasting System
22221,Otogi Production
52814,Shogakukan-Shueisha Productions
52814,Tokyo Animator Gakuin
28247,Unknown
27459,Unknown
3176,Big West
3104,TV Osaka
13207,Unknown
30777,Unknown
36943,Ichijinsha
36943,Cloud22
32819,Fantawild Animation
54040,Fuji TV
54040,Yomiuri Advertising
32820,Fantawild Animation
38071,Unknown
3879,TV Tokyo
3458,Unknown
27455,Unknown
27453,Unknown
9561,Dentsu
832,Soft Garage
7561,Kadokawa Pictures Japan
49292,Square Enix
49292,Kadokawa
49292,Bit grooove promotion
42571,DAX Production
42571,DMM pictures
42571,DMM Music
32608,VAP
32608,Nippon Television Network
32608,Nippon Television Music
32608,Takara Tomy A.R.T.S
32608,CyberAgent
32608,Forecast Communications
38074,Unknown
22849,VAP
22849,Nikkatsu
22849,Nippon Television Network
32595,TV Tokyo
32595,Genco
32595,Pony Canyon
32595,Tohokushinsha Film Corporation
32595,Childrens Playground Entertainment
32595,GREE
7808,Ashi Productions
7808,Kokusai Eigasha
41521,Unknown
22225,flying DOG
33746,F.M.F
33746,SMIRAL Animation
10533,Unknown
34905,Unknown
33044,Unknown
20117,Unknown
35739,TV Tokyo Music
35739,Avex Pictures
34392,SMIRAL Animation
23349,Mainichi Broadcasting System
51636,Unknown
19305,Yomiuri Telecasting
29715,comico
38573,Aniplex
38573,Toranoana
38573,Tokyo MX
38573,Q-Tec
38573,BS11
38573,Contents Seed
38573,Kadokawa
38573,KLab
33846,Pony Canyon
27757,Unknown
40137,Avex Entertainment
40137,Mainichi Broadcasting System
40137,Asmik Ace
40137,Tokyo MX
40137,Kadokawa
40137,YUKES
29974,Frontier Works
31710,Unknown
37509,Frontier Works
37509,Mainichi Broadcasting System
37509,Movic
37509,Sony Music Communications
37509,Glovision
37509,Hakuhodo DY Music & Pictures
37509,Medicos Entertainment
37509,Kadokawa Media House
37509,Sega Interactive
37509,GOON TRAX
37509,FABTONE
33274,Unknown
38162,Sotsu
38162,AT-X
38162,Tokyo MX
38162,Exit Tunes
38162,Radio Osaka
38162,Rakuten
38162,Cloud22
2476,Avex Entertainment
2476,Marvelous Entertainment
2476,Lantis
2476,Pony Canyon
35964,Kodansha
35964,Glovision
35964,King Records
35964,Universal Entertainment
15795,TV Tokyo
15795,Half H.P Studio
10958,Unknown
34510,Unknown
1775,Genco
1775,Kadokawa Shoten
1775,Pioneer LDC
27467,Unknown
6907,Unknown
15579,TV Asahi
15579,Kitty Films
38199,Bushiroad
8897,TBS
8897,Tele-Cartoon Japan
17086,Unknown
39622,Nelvana
30173,Kids Station
32455,Unknown
41807,Unknown
34013,Unknown
53587,Shochiku
53587,Movic
53587,Nippon Television Network
53587,King Records
53587,Cygames
53587,dugout
53587,Happinet Media Marketing
32438,WOWOW
32438,Mainichi Broadcasting System
32438,Pony Canyon
32438,KlockWorx
32438,Studio Mausu
32438,Azumaker
32438,Shogakukan
36135,Nihon Ad Systems
31517,Oddjob
9627,Unknown
30851,Unknown
24011,Pony Canyon
24011,TBS
24011,DAX Production
24011,KlockWorx
24011,Docomo Anime Store
24011,NichiNare
22541,Unknown
23511,NHK
23511,Asmik Ace
23511,Bushiroad
23511,FOREST Hunting One
964,m.o.e.
23313,Unknown
50418,TV Tokyo
49304,Square Enix
49304,Mainichi Broadcasting System
49304,Movic
49304,Warner Bros. Japan
49304,Good Smile Company
37952,Sotsu
37952,Pony Canyon
37952,KlockWorx
37952,Tokyo MX
37952,GREE
37952,Akatsuki
22345,Unknown
16696,Unknown
33985,Emon
33985,Cloud22
19121,Pony Canyon
19121,Fuji TV
19121,Ashi Productions
34613,Pony Canyon
31109,Kodansha
31109,AT-X
31109,DAX Production
31109,KlockWorx
31109,Sony Music Communications
31109,King Records
37744,AT-X
37744,Kadokawa Media House
37744,Kadokawa
37744,Shufunotomo
20329,KlockWorx
20329,Studio Mausu
38072,Unknown
32697,Hobi Animation
32697,project lights
32697,Cloud22
1712,AT-X
1712,Tsuburaya Productions
44040,ABC Animation
8220,NHK
32237,Fuji TV
39039,TV Tokyo
39039,Shueisha
39039,Shogakukan
40488,Lantis
40488,Bandai Namco Entertainment
40488,Good Smile Company
40488,Live Viewing Japan
40488,Bandai Namco Arts
1200,TBS
2364,Unknown
31698,Alpha Group Co. Ltd.
6947,AC Create
12393,Fuji TV
10838,Unknown
22955,Pony Canyon
22955,Bandai Namco Games
22955,Daiichikosho
22955,HeART-BIT
22955,Hokkaido Azmacy
22955,Hokkaido Cultural Broadcasting
22955,Teichiku Entertainment
22955,Amuse
43771,Unknown
18365,Nippon Television Network
18365,Oddjob
17849,DAX Production
17849,Dream Creation
32084,Bushiroad
27457,Unknown
36976,Pony Canyon
36976,AT-X
36976,Memory-Tech
36976,Dynamic Planning
36976,Bandai Namco Entertainment
36976,Pony Canyon Enterprises
23079,Sotsu
23079,Lantis
23079,Pony Canyon
23079,Showgate
23079,Infinite
10347,Shogakukan Music & Digital Entertainment
18133,Unknown
2382,Madhouse
2382,TV Tokyo
42717,Unknown
23229,Kadokawa Shoten
23229,DAX Production
51495,TV Tokyo
51495,HoriPro
51495,KlockWorx
51495,Glovision
51495,Docomo Anime Store
51495,Futabasha
51495,bilibili
51495,Bushiroad Move
35997,Lantis
35997,AT-X
35997,NBCUniversal Entertainment Japan
35997,Medicos Entertainment
35997,Shueisha
35997,Kanon Sound
35997,DMM.com
35997,NichiNare
28401,Bouncy
27589,Unknown
31898,RoiVisual
37769,Tencent Animation & Comics
31519,Earth Star Entertainment
31519,F.M.F
32582,TV Tokyo
32582,Shogakukan-Shueisha Productions
32582,Studio Hibari
2521,Unknown
35252,Shueisha
35252,bilibili
35252,Bandai Namco Arts
53231,TV Tokyo
3573,Unknown
32447,Magic Capsule
34156,TV Osaka
34156,Sanrio
34156,Being
33771,Haoliners Animation League
33771,Emon
35114,Kyotoma
35114,Kanetsu Investment
33572,Glovision
12951,BeSTACK
12951,d-rights
38284,Unknown
32271,Genco
32271,DMM pictures
32271,Greenwood
32271,My Theater D.D.
32271,Brave Hearts
32271,Crunchyroll SC Anime Fund
36029,NBCUniversal Entertainment Japan
36029,i0+
31439,Hobi Animation
40165,Mainichi Broadcasting System
40165,Slow Curve
40165,DMM pictures
40165,dugout
40165,DMM Music
38843,NBCUniversal Entertainment Japan
38843,COLOPL
38843,Kadokawa
38843,GREE
30826,Unknown
27927,Grooove
27927,Glovision
27927,Harappa
6448,Unknown
37601,flying DOG
37601,Kadokawa
28595,Bandai Namco Entertainment
4929,Bandai Visual
4929,BeSTACK
4929,d-rights
2391,Bandai Visual
2391,Sotsu
2391,TV Tokyo Music
31904,Lantis
31904,Rakuonsha
31904,KlockWorx
31904,Kadokawa
39979,TOHO animation
51306,Production I.G
29687,Shogakukan-Shueisha Productions
17707,Unknown
3772,CinePix
36001,Unknown
40758,Unknown
36510,Lantis
36510,Studio Mausu
36510,Shueisha
36510,Yomiuri TV Enterprise
36510,Emon
36510,DMM pictures
36510,Crunchyroll SC Anime Fund
36510,Bandai Namco Arts
34383,DMM.com
34383,Ichijinsha
34383,Cloud22
32606,Pierrot
32606,Being
32606,Zack Promotion
32606,Bushiroad Music
5304,Kids Station
3205,Unknown
49514,Tohokushinsha Film Corporation
38814,Unknown
48858,Unknown
4905,Unknown
51139,TV Tokyo
51139,Shogakukan-Shueisha Productions
51139,Animax
51139,Movic
51139,Bandai
51139,Shogakukan Music & Digital Entertainment
51139,NTT Plala
51139,Legs
51139,NetEase
51139,Kizuna AI
19207,AIC
19207,AIR AGENCY
23375,NOTTV
23375,Bouncy
27785,Unknown
30251,Imagine
38851,Dwango
39617,Aniplex
39617,Shueisha
1656,Unknown
5018,Unknown
1708,Dynamic Planning
7448,NHK
34888,Bushiroad
32981,Frontier Works
32981,Movic
32981,Sony Music Communications
32981,Medicos Entertainment
32981,Kadokawa Media House
32981,Kadokawa
33113,Sotsu
33113,MediaNet
33113,AT-X
33113,MAGES.
33113,Docomo Anime Store
33113,5pb.
14563,AIC
14563,Pastel
14563,AIR AGENCY
4104,Unknown
5241,Unknown
36847,Hobby Japan
37258,TOHO animation
31747,NHK
31747,Sound Team Don Juan
54798,Dentsu
54798,Fuji TV
54798,KlockWorx
54798,Tokyopop
54798,Slow Curve
54798,BS Fuji
50379,AT-X
50379,BS Fuji
50379,Being
50379,Amusement Media Academy
50379,Crunchyroll
50379,Yomiuri TV Enterprise
50379,NTT Plala
50379,Production Ace
50379,BS NTV
50379,MAGNET
50379,HoriPro International
45587,Contents Seed
45587,Mixer
19755,Unknown
30948,Unknown
40040,Unknown
1745,Unknown
35694,NHK
53424,Unknown
2719,TV Tokyo
2719,Dentsu
2719,Nexon
17513,Frontier Works
17513,Idea Factory
17513,Showgate
31071,Unknown
17141,NOTTV
42145,JTB Next Creation
32830,Tokyo MX
30947,Unknown
15045,Nelke Planning
6131,Unknown
21433,Unknown
6525,CoMix Wave Films
40958,Unknown
27687,Unknown
37374,MAGES.
37374,FuRyu
1740,TV Asahi
1740,Universal Pictures Japan
36409,Unknown
34449,Bandai Visual
34449,NHK
34449,81 Produce
34449,Haoliners Animation League
34449,China Animation Characters
34449,BIGFACE
34449,NHN PlayArt
34449,Ima Group
34449,Crunchyroll SC Anime Fund
30782,Hobby Japan
38449,Polygon Pictures
38449,Polygon Magic
42321,TV Asahi
42321,Nippon Columbia
42321,KlockWorx
42321,BS Fuji
42321,Wolfsbane
42321,SUPA LOVE
42321,Starry Cube
42321,TV Asahi Music
42321,tamakoshi
42321,CTW
42321,FUTURE LEAP
42321,AIC RIGHTS
40995,Unknown
51265,Kodansha
51265,KlockWorx
51265,Asmik Ace
51265,King Records
39620,Unknown
33814,DAX Production
1667,AT-X
42981,81 Produce
42981,RAY
42981,Stray Cats
42981,BS Asahi
36027,AT-X
36027,Warner Music Japan
36027,Amuse
36027,Hakuhodo DY Music & Pictures
36027,Futabasha
36027,Kakao Japan
36027,Spacey Music Entertainment
36027,A-Craft
36027,Tohan Corporation
10847,indigo line
7452,Unknown
10360,Bandai Visual
15545,Unknown
40320,Unknown
52381,Unknown
32999,Kadokawa Shoten
32999,Kadokawa
32999,CUCURI
2232,KBS
29865,AIR AGENCY
29865,Kadokawa
29865,Shizuoka Asahi Television
45596,Bandai
45596,Chukyo TV Broadcasting
45596,FIREBUG
1705,KENMedia
34725,Pony Canyon
37571,Unknown
35516,Unknown
35999,Square Enix
6658,Unknown
36632,MAGES.
36632,Kadokawa
600,Unknown
37747,Unknown
51773,TV Tokyo
112,m.o.e.
33690,Pony Canyon Enterprises
35818,Just Production
51304,Production I.G
17353,Unknown
29941,Unknown
31139,DAX Production
33245,DAX Production
35923,Unknown
35156,Unknown
39527,Nippon Television Network
34393,SMIRAL Animation
34411,Unknown
2362,TV Tokyo
28981,DAX Production
35069,TV Tokyo
33541,Pony Canyon Enterprises
48680,Kodansha
48680,Movic
48680,BS11
48680,JR East Marketing & Communications
48680,Bandai Namco Arts
35335,Harappa
33975,Unknown
31633,Dentsu
31633,Tokyo MX
31633,SEDIC International
31633,Sankyo Planning
31633,Tokyu Recreation
31633,Amuse
31633,TriF Studio
34402,Just Production
34402,Kanetsu Investment
6383,Tama Production
37823,Sotsu
34771,TBS
34771,Nippon Columbia
34771,Zack Promotion
34771,Overlap
34771,Nichion
34771,Asgard
31578,Unknown
35383,Unknown
3112,Unknown
30705,Earth Star Entertainment
34503,Unknown
40473,Unknown
32906,Unknown
33021,Aniplex
36288,Shanghai Jump Network Technology
32400,Unknown
33394,Pony Canyon
33394,Pony Canyon Enterprises
33394,SMIRAL Animation
35730,DAX Production
35730,Dream Creation
39917,Spectrum
40074,Nexon
40074,Age Global Networks
40074,Forecast Communications
40074,Crunchyroll
42260,TV Tokyo
42260,TV Tokyo Music
34223,Showgate
34223,Tokyo MX
1812,Fanworks
28929,CUCURI
19315,Earth Star Entertainment
37448,DAX Production
37448,Quatre Stella
37448,RME
38853,Nippon Columbia
38853,BS Fuji
38853,Shueisha
38853,Crunchyroll
38853,Yomiuri TV Enterprise
38853,MAGNET
38853,Video Market
38853,Royal Limousine
33188,Unknown
11497,TV Tokyo
54659,Hakusensha
54659,Studio Nanahoshi
54659,NHK Enterprises
45948,Unknown
45416,Unknown
17619,Kokusai Eigasha
56573,Unknown
56574,Unknown
30120,NHK
36657,Unknown
29429,NHK
48333,Unknown
55285,Fuji TV
10989,Fuji TV
6481,Sanrio
44178,Unknown
24969,Opera House
24969,On-Lead
48043,CBS
48259,Unknown
48257,Unknown
48258,Unknown
16454,Unknown
34490,Unknown
56572,Unknown
2701,Unknown
38568,Unknown
55948,Unknown
52964,Unknown
36265,Unknown
40455,Unknown
52968,Unknown
38560,Unknown
48263,Unknown
22065,Kitty Films
9562,Unknown
40423,Tokyo MX
40423,Asahi Broadcasting
42090,Unknown
48347,Unknown
32590,Unknown
47083,Unknown
47753,Unknown
47696,Unknown
46741,Unknown
47977,Unknown
35138,Unknown
46709,Unknown
47774,Unknown
45876,Unknown
48260,Unknown
47697,Unknown
46963,Unknown
43948,Unknown
29485,NHK
54873,TV Osaka
49555,Unknown
30232,Unknown
45232,Unknown
45233,Unknown
45235,Unknown
45234,Unknown
45953,Unknown
45930,Unknown
47182,Unknown
47183,Unknown
51695,NHK
17487,Unknown
46706,Unknown
45712,Unknown
46504,Unknown
48344,Unknown
44700,Unknown
47545,Unknown
45276,Unknown
45285,Unknown
19989,Nihon Hoso Eigasha
38569,Unknown
38570,Unknown
29425,NHK
56275,Unknown
43673,Unknown
47845,Unknown
46755,Unknown
47846,Unknown
46756,Unknown
32585,Unknown
50522,Unknown
2930,Production I.G
2930,Tohokushinsha Film Corporation
19445,Fuji TV
7629,Unknown
31892,CCTV Animation
31893,CCTV Animation
32596,TOHO animation
32596,Level-5
9956,Unknown
46156,Unknown
45686,Unknown
46283,Unknown
46343,Unknown
46591,Unknown
46592,Unknown
46590,Unknown
46594,Unknown
33753,Unknown
44460,Unknown
44461,Unknown
45376,Unknown
45378,Unknown
45379,Unknown
45861,Unknown
43889,Unknown
55219,Unknown
44350,Unknown
47869,Unknown
46159,Unknown
47960,Unknown
45971,Unknown
47480,Unknown
45371,Unknown
45381,Unknown
45374,Unknown
45380,Unknown
47767,Unknown
29369,NHK
47454,Unknown
45784,Unknown
45787,Unknown
45788,Unknown
45786,Unknown
44301,Unknown
45785,Unknown
46620,Unknown
46189,Unknown
38075,Unknown
47088,Unknown
51754,Unknown
51755,Unknown
19991,Nihon Hoso Eigasha
38571,Unknown
20125,Unknown
48220,Unknown
47074,Unknown
52219,Unknown
29473,NHK
44056,MMDGP
13457,Unknown
29209,Unknown
10242,Group TAC
20233,Studio Zero
6730,Asahi Broadcasting
47578,Unknown
45707,Unknown
45976,Unknown
44365,Unknown
46213,Unknown
46347,Unknown
46751,Unknown
46749,Unknown
46752,Unknown
46750,Unknown
48346,Unknown
46643,Unknown
18137,TV Tokyo
20087,TV Tokyo
5473,TV Asahi
44371,Unknown
46406,Unknown
46548,Unknown
46738,Unknown
43872,Unknown
44765,Unknown
45830,Unknown
46747,Unknown
47678,Unknown
47679,Unknown
47680,Unknown
47681,Unknown
46403,Unknown
46560,Unknown
45494,Unknown
46562,Unknown
46583,Unknown
46584,Unknown
46561,Unknown
46564,Unknown
47554,Unknown
46563,Unknown
45205,Unknown
47943,Unknown
37749,Unknown
37750,Unknown
19311,Studio Kaab
47226,Unknown
47227,Unknown
47091,Unknown
47092,Unknown
45211,Unknown
45212,Unknown
45213,Unknown
48022,Unknown
46757,Unknown
37002,NHK
37002,Echoes
42870,Unknown
12897,Unknown
19985,NHK
19985,Tele-Cartoon Japan
48299,Unknown
48300,Unknown
34078,Unknown
37698,Unknown
8345,NHK
48301,Unknown
12835,Tokyo Movie Shinsha
12835,Studio Zero
56462,Unknown
34990,NHK
32580,Dongwoo A&E
33085,Unknown
44473,Unknown
44474,Unknown
4598,Unknown
37467,Unknown
42068,Unknown
30131,Yomiuri Telecasting
30605,Yomiuri Telecasting
33431,Unknown
46176,Unknown
33084,WOWOW
33083,WOWOW
48294,Unknown
47947,Unknown
47948,Unknown
47949,Unknown
46273,Unknown
47951,Unknown
45969,Unknown
46391,Unknown
17106,Unknown
43955,Unknown
46040,Unknown
45432,Unknown
46277,Unknown
2708,Unknown
46940,Unknown
45271,Unknown
45998,Unknown
29747,NHK
29747,Milky Cartoon
29747,Opera House
22219,Fuji TV
22219,P Productions
39978,AT-X
29099,NHK
22503,Unknown
35295,Unknown
30875,NHK
33099,Unknown
39528,Unknown
37630,Unknown
41522,Unknown
48539,NHK Enterprises
47190,Unknown
45956,Unknown
45957,Unknown
19839,Unknown
47086,Unknown
31696,Unknown
47735,Unknown
45097,Unknown
47485,Unknown
