anime_id,demographic
45509,Kids
45502,Kids
45504,Kids
45505,Kids
45508,Kids
45511,Kids
45506,Kids
45513,Kids
45507,Kids
45503,Kids
45510,Kids
45434,Kids
45435,Kids
45433,Kids
31547,
8685,
4940,
53828,
56677,
48253,Kids
47800,Kids
44153,Kids
49920,Kids
44144,Kids
44145,Kids
44146,Kids
44147,Kids
44148,Kids
44149,Kids
44151,Kids
44152,Kids
47762,Kids
5810,
52337,
54848,
45892,Kids
31691,Kids
43253,Kids
43256,Kids
43257,Kids
43255,Kids
43967,Kids
47646,Kids
47647,Kids
47648,Kids
47649,Kids
44909,Kids
39135,Kids
46023,Kids
46028,Kids
46035,Kids
46032,Kids
46026,Kids
46029,Kids
46036,Kids
46025,Kids
46027,Kids
46033,Kids
46024,Kids
46034,Kids
46030,Kids
46031,Kids
47976,Kids
38147,
47830,Kids
46290,Kids
45480,Kids
27681,
4684,Kids
46339,Kids
35641,Kids
42482,
30028,Kids
25607,
47285,Kids
46567,Kids
46261,Kids
46369,Kids
34456,
37054,
48255,Kids
28887,
48254,Kids
46049,Kids
35508,Kids
47460,Kids
46637,Kids
47946,Kids
47496,Kids
47495,Kids
46902,Kids
45835,Kids
45838,Kids
45837,Kids
45844,Kids
45845,Kids
45839,Kids
45843,Kids
46909,Kids
43450,Kids
36015,
44175,Kids
47105,Kids
46918,Kids
45889,Kids
46528,Kids
45718,Kids
44413,Kids
44424,Kids
44421,Kids
44422,Kids
44426,Kids
44416,Kids
44423,Kids
44415,Kids
44417,Kids
44419,Kids
44414,Kids
44425,Kids
44418,Kids
44420,Kids
46462,Kids
46520,Kids
9518,
46703,Kids
47507,Kids
44689,Kids
44692,Kids
44370,Kids
46934,Kids
44489,Kids
44490,Kids
43954,Kids
45459,Kids
45751,Kids
41415,Kids
44393,Kids
44394,Kids
44395,Kids
44396,Kids
47011,Kids
45214,
46252,Kids
46145,Kids
46503,Kids
46967,Kids
47304,Kids
46216,Kids
46217,Kids
46214,Kids
46362,Kids
45104,Kids
45208,Kids
45879,Kids
44464,Kids
47673,Kids
44477,Kids
44478,Kids
47848,Kids
46361,Kids
46426,Kids
46949,Kids
46072,Kids
46073,Kids
47085,Kids
47580,Kids
56560,Kids
45850,Kids
48082,Kids
47568,Kids
45430,Kids
46683,Kids
46340,Kids
43676,Kids
46203,Kids
46332,Kids
46331,Kids
46334,Kids
46329,Kids
46330,Kids
46882,Kids
48037,Kids
47952,Kids
46078,Kids
10506,
1739,Kids
48442,
36736,Kids
46201,Kids
47191,Kids
48009,Kids
45469,
33538,Seinen
33540,Seinen
18939,Kids
18941,Kids
37714,Kids
35107,Kids
54871,
17315,Kids
22313,
56505,
10633,
29401,Kids
29389,Kids
47933,Kids
46659,Kids
47120,Kids
46307,Kids
8832,
7639,
20223,Shounen
44495,Kids
48019,Kids
44496,Kids
46453,Kids
43892,Kids
45442,Kids
45440,Kids
45441,Kids
45443,Kids
46892,Kids
46271,Kids
44475,Kids
44958,Kids
48084,Kids
46457,Kids
45538,Kids
45532,Kids
45537,Kids
45552,Kids
45535,Kids
45540,Kids
45533,Kids
45549,Kids
45551,Kids
45534,Kids
45884,Kids
45543,Kids
45536,Kids
49065,Kids
45548,Kids
45545,Kids
45541,Kids
45547,Kids
45539,Kids
10889,
47899,Kids
45983,Kids
45080,Kids
43662,Kids
48078,Kids
49970,Kids
46356,
55977,Seinen
46817,Kids
45696,Kids
45697,Kids
45698,Kids
46373,Kids
45810,Kids
47671,Kids
47286,Kids
29527,Kids
48262,Kids
1863,
48264,Kids
48266,Kids
56290,Kids
55047,Kids
28019,Kids
19987,Kids
19999,Kids
8143,
48256,Kids
44014,Kids
46711,Kids
11609,
47749,Kids
6500,Seinen
7593,Seinen
8861,
10073,Seinen
30385,
33834,
34019,
39469,
40010,
40436,
40750,
41946,Shounen
44524,
50348,
51212,Shounen
