anime_id,url,title,title_english,source,episodes,status,aired start,aired finish,duration(minutes per episode),rating,score,scored by (#users),rank,popularity(rank),season,calculated year,year,broadcast day,producers,studios,genres,theme,demographic,members
44133,https://myanimelist.net/anime/44133/Qin_Shi_Mingyue__Xiao_Chuangjianghu_2nd_Season,Qin Shi Mingyue: Xiao Chuangjianghu 2nd Season,,Novel,52,Finished Airing,1/1/2012,,11,G - All Ages,,,19671,21102,,2012,,Unknown,Unknown,Unknown,"Comedy, Fantasy",NA,NA,103
48028,https://myanimelist.net/anime/48028/Qin_Tianlong_Wangzi,Qin Tianlong Wangzi,,Original,26,Finished Airing,1/1/2020,,11,PG - Children,,,19672,21977,,2020,,Unknown,Unknown,Unknown,Fantasy,NA,Kids,80
45719,https://myanimelist.net/anime/45719/Qingchun_Hao_Shiguang,Qingchun Hao Shiguang,,Unknown,26,Finished Airing,,,24,PG - Children,,,19682,25135,,,,Unknown,Unknown,Unknown,NA,NA,Kids,43
46625,https://myanimelist.net/anime/46625/Qingqing_Qi_E_Leyuan,Qingqing Qi E Leyuan,,Original,26,Finished Airing,,,14,PG - Children,,,19684,25136,,,,Unknown,Unknown,Unknown,NA,NA,Kids,43
46212,https://myanimelist.net/anime/46212/Qingsong_Shifen,Qingsong Shifen,,Original,35,Finished Airing,,,7,PG-13 - Teens 13 or older,,,19685,24723,,,,Unknown,Unknown,Unknown,Comedy,NA,NA,46
46173,https://myanimelist.net/anime/46173/Qingwa_Wangzi,Qingwa Wangzi,,Book,80,Finished Airing,8/1/2008,,15,PG - Children,,,19688,24534,,2008,,Unknown,Unknown,Unknown,NA,NA,Kids,47
46175,https://myanimelist.net/anime/46175/Qingwa_Wangzi__Wa_Wa_Tanxian_Dui,Qingwa Wangzi: Wa Wa Tanxian Dui,,Original,52,Finished Airing,,,11,PG - Children,,,19690,24535,,,,Unknown,Unknown,Unknown,NA,NA,Kids,47
44179,https://myanimelist.net/anime/44179/Qinhan_Yingxiong_Chuan,Qinhan Yingxiong Chuan,,Other,52,Finished Airing,1/12/2011,1/1/2011,25,PG-13 - Teens 13 or older,,,19693,22452,,2011,,Unknown,Unknown,Unknown,Adventure,Historical,NA,72
46302,https://myanimelist.net/anime/46302/Qinhuangdao_Chuanqi,Qinhuangdao Chuanqi,,Unknown,52,Finished Airing,1/1/2010,,10,PG - Children,,,19694,23881,,2010,,Unknown,Unknown,Unknown,Fantasy,NA,Kids,53
44366,https://myanimelist.net/anime/44366/QiQi_KeKe_Lixian_Ji,QiQi KeKe Lixian Ji,,Original,210,Finished Airing,9/28/2006,,9,PG - Children,,,19696,23162,,2006,,Unknown,Unknown,Unknown,Adventure,Historical,Kids,62
44369,https://myanimelist.net/anime/44369/QiQi_KeKe_Shuo_Konglong,QiQi KeKe Shuo Konglong,The Adventures of QiQi and KeKe,Original,365,Finished Airing,7/7/2009,,10,PG - Children,,,19697,22948,,2009,,Unknown,Unknown,Unknown,Adventure,Historical,Kids,65
45078,https://myanimelist.net/anime/45078/Qise_Zhanji,Qise Zhanji,Planet of 7 Colors,Original,52,Finished Airing,8/1/2009,1/1/2009,15,G - All Ages,,,19698,21103,,2009,,Unknown,Unknown,Creative Power Entertaining,"Adventure, Fantasy",NA,Kids,103
46068,https://myanimelist.net/anime/46068/Qiu_Gazi,Qiu Gazi,,Original,30,Finished Airing,1/1/2007,,5,PG - Children,,,19700,24064,,2007,,Unknown,Unknown,Unknown,Sports,NA,Kids,51
45994,https://myanimelist.net/anime/45994/Qiu_Pao_Senlin,Qiu Pao Senlin,,Original,100,Finished Airing,9/1/2009,,13,PG - Children,,,19701,23528,,2009,,Unknown,Unknown,Unknown,Fantasy,NA,Kids,57
45964,https://myanimelist.net/anime/45964/Qixiang_Bai_Wen,Qixiang Bai Wen,,Original,100,Finished Airing,1/1/2008,,8,PG - Children,,,19704,24249,,2008,,Unknown,Unknown,Unknown,Fantasy,Anthropomorphic,Kids,49
46410,https://myanimelist.net/anime/46410/Qu_Yuan_Huicui,Qu Yuan Huicui,,Other,247,Finished Airing,,,10,G - All Ages,,,19707,24116,,,,Unknown,Unknown,Unknown,Comedy,NA,Kids,50
18937,https://myanimelist.net/anime/18937/Hakken_Taiken_Daisuki_Shimajirou,Hakken Taiken Daisuki! Shimajirou,,Original,101,Finished Airing,4/7/2008,3/29/2010,25,G - All Ages,,,19711,15758,spring,2008,2008,Unknown,Unknown,"Studio Kikan, Pierrot Plus","Adventure, Comedy, Fantasy",NA,Kids,457
47925,https://myanimelist.net/anime/47925/Quwei_Heshang,Quwei Heshang,,Original,100,Finished Airing,,,10,PG - Children,,,19715,24672,,,,Unknown,Unknown,Unknown,NA,NA,Kids,46
46229,https://myanimelist.net/anime/46229/Quwei_San_Shi_Liu_Ji,Quwei San Shi Liu Ji,,Original,36,Finished Airing,9/1/2010,12/1/2010,14,PG - Children,,,19716,22338,fall,2010,2010,Unknown,Unknown,Unknown,Adventure,NA,Kids,74
44583,https://myanimelist.net/anime/44583/Rail_Romanesque_2,Rail Romanesque 2,,Visual novel,13,Currently Airing,10/6/2023,,3,PG-13 - Teens 13 or older,,,19719,8112,fall,2023,2023,Fridays,Unknown,"Yokohama Animation Lab, Cloud Hearts",Slice of Life,NA,NA,5120
41277,https://myanimelist.net/anime/41277/Rainbow_Ruby,Rainbow Ruby,Rainbow Ruby,Original,26,Finished Airing,3/2/2017,8/25/2017,24,PG - Children,,,19723,19362,spring,2017,2017,Unknown,Unknown,Unknown,Fantasy,Mahou Shoujo,Kids,201
55087,https://myanimelist.net/anime/55087/Rainbow_Ruby_2nd_Season,Rainbow Ruby 2nd Season,Rainbow Ruby Season 2,Original,26,Finished Airing,4/2/2020,6/26/2020,24,PG - Children,,,19724,23229,spring,2020,2020,Unknown,Unknown,Unknown,Fantasy,Mahou Shoujo,Kids,61
47097,https://myanimelist.net/anime/47097/Rang_Mengxiang_Qifei,Rang Mengxiang Qifei,,Original,104,Finished Airing,,,12,PG - Children,,,19728,24409,,,,Unknown,Unknown,Unknown,Fantasy,Anthropomorphic,Kids,48
46532,https://myanimelist.net/anime/46532/Rang_Xiangxiang_Fei,Rang Xiangxiang Fei,,Original,300,Finished Airing,1/1/2011,,5,PG - Children,,,19729,24249,,2011,,Unknown,Unknown,Unknown,NA,NA,Kids,49
16526,https://myanimelist.net/anime/16526/Ranpou,Ranpou,,Manga,21,Finished Airing,4/5/1984,9/20/1984,25,R+ - Mild Nudity,,,19730,14833,spring,1984,1984,Thursdays,"Nihon Ad Systems, Fuji TV",Tsuchida Productions,Comedy,"Parody, School",NA,569
46879,https://myanimelist.net/anime/46879/Ranshao_de_Shucai,Ranshao de Shucai,,Original,52,Finished Airing,1/1/2014,1/1/2015,8,PG - Children,,,19731,24250,,2014,,Unknown,Unknown,Unknown,Fantasy,Anthropomorphic,Kids,49
46881,https://myanimelist.net/anime/46881/Ranshao_de_Shucai__Jiayuan_Baowei_Zhan,Ranshao de Shucai: Jiayuan Baowei Zhan,,Original,52,Finished Airing,1/1/2015,,8,PG - Children,,,19732,24471,,2015,,Unknown,Unknown,Unknown,Fantasy,Anthropomorphic,Kids,48
46880,https://myanimelist.net/anime/46880/Ranshao_de_Shucai__Shenqi_Dalu,Ranshao de Shucai: Shenqi Dalu,,Original,26,Finished Airing,1/1/2015,,13,PG - Children,,,19733,24124,,2015,,Unknown,Unknown,Unknown,Fantasy,Anthropomorphic,Kids,50
52066,https://myanimelist.net/anime/52066/Recola,Recola,,Original,,Currently Airing,9/28/2020,,5,G - All Ages,,,19738,19739,fall,2020,2020,Unknown,NHK,Unknown,Slice of Life,NA,Kids,180
38451,https://myanimelist.net/anime/38451/Reizouko_no_Tsukenosuke,Reizouko no Tsukenosuke!,,Original,,Currently Airing,10/1/2018,,1,G - All Ages,,,19745,17583,fall,2018,2018,Mondays,Shogakukan-Shueisha Productions,Unknown,Comedy,Parody,Kids,307
45404,https://myanimelist.net/anime/45404/Renao_Yijia,Renao Yijia,,Original,200,Finished Airing,1/1/2011,,13,PG - Children,,,19746,23052,,2011,,Unknown,Unknown,Unknown,NA,NA,Kids,63
43843,https://myanimelist.net/anime/43843/Renshen_Wangguo,Renshen Wangguo,,Unknown,52,Finished Airing,1/1/1997,,12,G - All Ages,,,19751,23316,,1997,,Unknown,Unknown,Shanghai Animation Film Studio,Fantasy,NA,Kids,60
47002,https://myanimelist.net/anime/47002/Renyu_Xiao_Denglong,Renyu Xiao Denglong,,Original,92,Finished Airing,,,13,PG - Children,,,19755,25029,,,,Unknown,Unknown,Unknown,NA,NA,Kids,44
11545,https://myanimelist.net/anime/11545/Happyakuyachou_Hyouri_Kewaishi,Happyakuyachou Hyouri Kewaishi,,Unknown,16,Finished Airing,10/9/1990,4/30/1991,10,PG-13 - Teens 13 or older,,,19761,13988,fall,1990,1990,Unknown,TBS,Shin-Ei Animation,Drama,Historical,NA,727
19467,https://myanimelist.net/anime/19467/Revbahaf_Wang-gug_Jaegeon-soelgi,Revbahaf Wang-gug Jaegeon-soelgi,,Unknown,26,Finished Airing,5/21/2007,11/26/2007,20,,,,19762,13786,spring,2007,2007,Unknown,Studio Kaab,Unknown,"Comedy, Drama",NA,NA,774
46861,https://myanimelist.net/anime/46861/Rexue_Sanguo__Guandu_Zhi_Zhan,Rexue Sanguo: Guandu Zhi Zhan,,Novel,64,Finished Airing,1/1/2012,,12,PG - Children,,,19764,24857,,2012,,Unknown,Unknown,Unknown,NA,Historical,Kids,45
46860,https://myanimelist.net/anime/46860/Rexue_Sanguo__Luanshi_Tianxia,Rexue Sanguo: Luanshi Tianxia,,Novel,82,Finished Airing,1/1/2014,,11,G - All Ages,,,19765,23206,,2014,,Unknown,Unknown,Unknown,Comedy,Historical,Kids,61
9807,https://myanimelist.net/anime/9807/Harimogu_Harry,Harimogu Harry,,Original,140,Finished Airing,8/5/1996,6/27/1997,10,G - All Ages,,,19766,16903,summer,1996,1996,Unknown,NHK,Image Kei,NA,NA,Kids,358
46859,https://myanimelist.net/anime/46859/Rexue_Sanguo__San_Gu_Maolu,Rexue Sanguo: San Gu Maolu,,Novel,38,Finished Airing,1/1/2014,,11,G - All Ages,,,19766,23207,,2014,,Unknown,Unknown,Unknown,Comedy,Historical,Kids,61
46857,https://myanimelist.net/anime/46857/Rexue_Sanguo__Sanguo_Dingli,Rexue Sanguo: Sanguo Dingli,,Other,140,Finished Airing,1/1/2010,,12,G - All Ages,,,19767,22918,,2010,,Unknown,Unknown,Unknown,Comedy,Historical,Kids,65
46936,https://myanimelist.net/anime/46936/Rexue_Xiaojiang,Rexue Xiaojiang,Hot Blooded Captain,Unknown,20,Finished Airing,1/1/2014,,12,PG - Children,,,19768,23199,,2014,,Unknown,Unknown,Unknown,Comedy,Military,Kids,61
3372,https://myanimelist.net/anime/3372/RGB_Adventure,RGB Adventure,RGB Adventure,Unknown,6,Finished Airing,11/19/2006,12/24/2006,20,G - All Ages,,,19769,16637,fall,2006,2006,Unknown,Unknown,ACC Production,Adventure,NA,NA,377
34841,https://myanimelist.net/anime/34841/Haruniwa_Ie_no_3_Nin-me,Haruniwa Ie no 3 Nin-me,,Manga,45,Finished Airing,1/23/1998,3/26/1998,3,G - All Ages,,,19770,17084,winter,1998,1998,Unknown,TV Asahi,Toei Animation,"Comedy, Slice of Life, Supernatural",NA,NA,347
38008,https://myanimelist.net/anime/38008/Hawaiian_Conu,Hawaiian Conu,,Picture book,13,Finished Airing,7/7/2018,9/29/2018,,,,,19780,17862,summer,2018,2018,Saturdays,Unknown,Magic Bus,"Comedy, Slice of Life",NA,NA,290
6195,https://myanimelist.net/anime/6195/Rita_to_Nantoka,Rita to Nantoka,Rita et Machin,Picture book,26,Finished Airing,11/1/2010,12/24/2010,5,G - All Ages,,,19781,14576,fall,2010,2010,Unknown,Unknown,Nippon Animation,Slice of Life,NA,NA,608
3073,https://myanimelist.net/anime/3073/Robby_to_Kerobby,Robby to Kerobby,Robby & Kerobby,Original,52,Finished Airing,4/1/2007,3/30/2008,10,G - All Ages,,,19783,16338,spring,2007,2007,Unknown,"Aniplex, Yomiko Advertising, Weve Inc.",A-1 Pictures,Comedy,NA,Kids,401
23015,https://myanimelist.net/anime/23015/Hazedon,Hazedon,Chief Joker,Unknown,26,Finished Airing,10/5/1972,3/29/1973,25,PG - Children,,,19784,16936,fall,1972,1972,Unknown,Fuji TV,Sunrise,"Adventure, Comedy",NA,Kids,358
15069,https://myanimelist.net/anime/15069/Robin-kun_to_100_nin_no_Otomodachi_Season_2,Robin-kun to 100 nin no Otomodachi Season 2,Robin with his 100 Friends Season 2,Unknown,13,Finished Airing,7/7/2012,9/29/2012,20,PG - Children,,,19785,18102,summer,2012,2012,Unknown,Unknown,Unknown,NA,NA,Kids,275
42654,https://myanimelist.net/anime/42654/Robocar_Poli_3,Robocar Poli 3,Robocar Poli 3,Original,26,Finished Airing,2/26/2014,5/22/2014,11,G - All Ages,,,19787,18568,winter,2014,2014,Unknown,Unknown,Unknown,Comedy,Racing,Kids,248
42660,https://myanimelist.net/anime/42660/Robocar_Poli_4,Robocar Poli 4,Robocar Poli 4,Original,26,Finished Airing,8/31/2015,11/24/2015,11,G - All Ages,,,19788,18784,summer,2015,2015,Unknown,Unknown,Unknown,Comedy,Racing,Kids,234
56368,https://myanimelist.net/anime/56368/Robocar_Poli__Song_Song_Museum,Robocar Poli: Song Song Museum,Robocar POLI: SongSong Museum,Original,26,Finished Airing,7/2/2020,8/13/2020,7,G - All Ages,,,19789,24467,summer,2020,2020,Unknown,Unknown,Unknown,Comedy,"Music, Racing",Kids,48
4547,https://myanimelist.net/anime/4547/RoboDz,RoboDz,,Unknown,26,Finished Airing,6/2/2008,11/24/2008,5,PG - Children,,,19790,16399,summer,2008,2008,Unknown,Unknown,Toei Animation,Sci-Fi,NA,NA,396
20147,https://myanimelist.net/anime/20147/Robokko_Beeton,Robokko Beeton,,Unknown,50,Finished Airing,10/12/1976,9/27/1977,25,PG - Children,,,19791,16089,fall,1976,1976,Unknown,Tohokushinsha Film Corporation,Sunrise,"Adventure, Comedy, Slice of Life",NA,Kids,422
29375,https://myanimelist.net/anime/29375/Robot_Pulta,Robot Pulta,,Unknown,,Currently Airing,4/4/1995,,5,G - All Ages,,,19792,15904,spring,1995,1995,Unknown,NHK,Unknown,"Adventure, Comedy",Mecha,Kids,441
39691,https://myanimelist.net/anime/39691/Robot_Trains,Robot Trains,,Original,32,Finished Airing,1/1/2015,,13,G - All Ages,,,19796,20763,,2015,,Unknown,Unknown,Unknown,NA,NA,Kids,121
48189,https://myanimelist.net/anime/48189/Rocket_Boy___Toro,Rocket Boy & Toro,Rocket Boy & Toro,Original,52,Finished Airing,1/1/2008,1/1/2009,11,PG - Children,,,19800,23411,,2008,,Unknown,Unknown,Imagestone Inc.,Fantasy,NA,Kids,58
44777,https://myanimelist.net/anime/44777/Roco_Wangguo_Da_Maoxian,Roco Wangguo Da Maoxian,,Game,52,Finished Airing,8/1/2013,,13,PG - Children,,,19804,24016,,2013,,Unknown,Unknown,Unknown,"Adventure, Fantasy",NA,Kids,51
44778,https://myanimelist.net/anime/44778/Roco_Wangguo_Da_Maoxian_2__En_Zuo_Riji,Roco Wangguo Da Maoxian 2: En Zuo Riji,,Game,52,Finished Airing,4/9/2014,,13,PG - Children,,,19805,24251,,2014,,Unknown,Unknown,Unknown,"Adventure, Fantasy",NA,Kids,49
44782,https://myanimelist.net/anime/44782/Roco_Wangguo_Da_Maoxian__Ya_Ya_Yue_Da_Xian_Shenwei,Roco Wangguo Da Maoxian: Ya Ya Yue Da Xian Shenwei,,Game,10,Finished Airing,1/1/2015,,12,PG - Children,,,19806,24415,,2015,,Unknown,Unknown,Unknown,"Adventure, Fantasy",NA,Kids,48
44781,https://myanimelist.net/anime/44781/Roco_Wangguo_Wudao_Hui,Roco Wangguo Wudao Hui,,Game,8,Finished Airing,7/13/2012,,8,PG - Children,,,19809,24252,,2012,,Unknown,Unknown,Unknown,"Adventure, Fantasy",NA,Kids,49
7211,https://myanimelist.net/anime/7211/Rose_ONeill_Kewpie,Rose O'Neill Kewpie,,Other,26,Finished Airing,12/2/2009,5/26/2010,5,G - All Ages,,,19819,16080,winter,2009,2010,Unknown,Unknown,TMS Entertainment,Comedy,NA,NA,422
45660,https://myanimelist.net/anime/45660/Rubi_Yoyo,Rubi Yoyo,Rubi,Unknown,52,Finished Airing,1/1/2000,,7,PG - Children,,,19822,21591,,2000,,Unknown,Unknown,Unknown,NA,NA,Kids,87
45661,https://myanimelist.net/anime/45661/Rubi_Yoyo_2,Rubi Yoyo 2,Rubi,Unknown,52,Finished Airing,1/1/2001,,7,PG - Children,,,19823,21721,,2001,,Unknown,Unknown,Unknown,NA,NA,Kids,84
45662,https://myanimelist.net/anime/45662/Rubi_Yoyo_3,Rubi Yoyo 3,,Original,104,Finished Airing,1/1/2010,,7,PG - Children,,,19824,21335,,2010,,Unknown,Unknown,Unknown,NA,NA,Kids,95
44349,https://myanimelist.net/anime/44349/Rubi_Yoyo_Jiaoyu_Xilie__Kuaile_Chengzhang,Rubi Yoyo Jiaoyu Xilie: Kuaile Chengzhang,,Original,52,Finished Airing,1/1/2012,,7,PG - Children,,,19825,23412,,2012,,Unknown,Unknown,Unknown,NA,NA,Kids,58
45664,https://myanimelist.net/anime/45664/Rubi_Yoyo_Kepu_Xilie__Anquan_Jiaoyu,Rubi Yoyo Kepu Xilie: Anquan Jiaoyu,,Original,52,Finished Airing,,,7,PG - Children,,,19826,24420,,,,Unknown,Unknown,Unknown,NA,NA,Kids,48
45668,https://myanimelist.net/anime/45668/Rubi_Yoyo_Kepu_Xilie__Dongwu_Ziran,Rubi Yoyo Kepu Xilie: Dongwu Ziran,,Original,52,Finished Airing,1/1/2015,,7,PG - Children,,,19827,24856,,2015,,Unknown,Unknown,Unknown,NA,NA,Kids,45
45667,https://myanimelist.net/anime/45667/Rubi_Yoyo__Dayang_Huan_Youji,Rubi Yoyo: Dayang Huan Youji,,Original,52,Finished Airing,4/12/2018,,7,PG - Children,,,19828,24675,,2018,,Unknown,Unknown,Unknown,NA,NA,Kids,46
45676,https://myanimelist.net/anime/45676/Rubi_Yoyo__Lele_Laile,Rubi Yoyo: Lele Laile,,Original,52,Finished Airing,,,12,PG - Children,,,19829,24617,,,,Unknown,Unknown,Unknown,NA,NA,Kids,47
36036,https://myanimelist.net/anime/36036/Running_Man,Running Man,,Other,48,Finished Airing,7/29/2017,10/12/2018,10,G - All Ages,,,19844,18775,summer,2017,2017,Saturdays,Unknown,Unknown,"Action, Adventure",NA,Kids,235
46432,https://myanimelist.net/anime/46432/Ruyi_Daoshang_de_Xiao_Jingling,Ruyi Daoshang de Xiao Jingling,,Original,52,Finished Airing,,,13,PG - Children,,,19850,25097,,,,Unknown,Unknown,Unknown,NA,NA,Kids,43
45512,https://myanimelist.net/anime/45512/Ruyi_Ku_Bao__Bao_Li_Long,Ruyi Ku Bao: Bao Li Long,,Original,52,Finished Airing,11/1/2011,1/1/2012,12,PG - Children,,,19851,23414,fall,2011,2011,Unknown,Unknown,Unknown,Fantasy,NA,Kids,58
45509,https://myanimelist.net/anime/45509/Ruyi_Ku_Bao__Ben_Ben_Zhu,Ruyi Ku Bao: Ben Ben Zhu,,Original,52,Finished Airing,6/1/2013,9/1/2013,12,PG - Children,,,19852,23632,summer,2013,2013,Unknown,Unknown,Unknown,Fantasy,NA,Kids,56
45502,https://myanimelist.net/anime/45502/Ruyi_Ku_Bao__Dong_Dou_Hu,Ruyi Ku Bao: Dong Dou Hu,,Original,52,Finished Airing,10/1/2013,12/1/2013,12,PG - Children,,,19853,23509,fall,2013,2013,Unknown,Unknown,Unknown,Fantasy,NA,Kids,57
45504,https://myanimelist.net/anime/45504/Ruyi_Ku_Bao__Fei_Li_Niu,Ruyi Ku Bao: Fei Li Niu,,Original,52,Finished Airing,10/1/2013,12/1/2013,12,PG - Children,,,19854,23633,fall,2013,2013,Unknown,Unknown,Unknown,Fantasy,NA,Kids,56
45505,https://myanimelist.net/anime/45505/Ruyi_Ku_Bao__Guai_Li_Shu,Ruyi Ku Bao: Guai Li Shu,,Original,52,Finished Airing,6/1/2013,9/1/2013,12,PG - Children,,,19855,23669,summer,2013,2013,Unknown,Unknown,Unknown,Fantasy,NA,Kids,55
45508,https://myanimelist.net/anime/45508/Ruyi_Ku_Bao__Mile_Hou,Ruyi Ku Bao: Mile Hou,,Original,52,Finished Airing,11/1/2012,1/1/2013,12,PG - Children,,,19856,23366,fall,2012,2012,Unknown,Unknown,Unknown,Fantasy,NA,Kids,59
45511,https://myanimelist.net/anime/45511/Ruyi_Ku_Bao__Qicai_She,Ruyi Ku Bao: Qicai She,,Original,52,Finished Airing,1/1/2012,3/1/2012,12,PG - Children,,,19857,23200,winter,2012,2012,Unknown,Unknown,Unknown,Fantasy,NA,Kids,61
45506,https://myanimelist.net/anime/45506/Ruyi_Ku_Bao__Qiyi_Gou,Ruyi Ku Bao: Qiyi Gou,,Original,52,Finished Airing,4/1/2013,7/1/2013,12,PG - Children,,,19858,23633,spring,2013,2013,Unknown,Unknown,Unknown,Fantasy,NA,Kids,56
45513,https://myanimelist.net/anime/45513/Ruyi_Ku_Bao__Sha_Qi_Ma,Ruyi Ku Bao: Sha Qi Ma,,Original,52,Finished Airing,8/1/2012,10/1/2012,12,PG - Children,,,19859,23367,summer,2012,2012,Unknown,Unknown,Unknown,Fantasy,NA,Kids,59
45507,https://myanimelist.net/anime/45507/Ruyi_Ku_Bao__Shanzhai_Ji,Ruyi Ku Bao: Shanzhai Ji,,Original,52,Finished Airing,3/1/2013,7/1/2013,12,PG - Children,,,19860,23508,spring,2013,2013,Unknown,Unknown,Unknown,Fantasy,NA,Kids,57
45503,https://myanimelist.net/anime/45503/Ruyi_Ku_Bao__Xi_Ou_Tu,Ruyi Ku Bao: Xi Ou Tu,,Original,52,Finished Airing,11/1/2013,1/1/2014,12,PG - Children,,,19861,23670,fall,2013,2013,Unknown,Unknown,Unknown,Fantasy,NA,Kids,55
45510,https://myanimelist.net/anime/45510/Ruyi_Ku_Bao__Xiao_Shen_Yang,Ruyi Ku Bao: Xiao Shen Yang,,Original,52,Finished Airing,9/1/2012,11/1/2012,12,PG - Children,,,19862,23368,fall,2012,2012,Unknown,Unknown,Unknown,Fantasy,NA,Kids,59
45434,https://myanimelist.net/anime/45434/Ruyi_Tu__Hong_Jing_Shi,Ruyi Tu: Hong Jing Shi,,Original,52,Finished Airing,1/1/2011,,12,PG - Children,,,19863,24471,,2011,,Unknown,Unknown,Unknown,Fantasy,Anthropomorphic,Kids,48
45435,https://myanimelist.net/anime/45435/Ruyi_Tu__Hong_Jing_Shi_Xuji,Ruyi Tu: Hong Jing Shi Xuji,,Original,52,Finished Airing,1/1/2011,,12,PG - Children,,,19864,24676,,2011,,Unknown,Unknown,Unknown,Fantasy,Anthropomorphic,Kids,46
45433,https://myanimelist.net/anime/45433/Ruyi_Tu__Kaixin_Nongchang,Ruyi Tu: Kaixin Nongchang,,Original,312,Finished Airing,1/1/2011,,12,PG - Children,,,19865,24017,,2011,,Unknown,Unknown,Unknown,Fantasy,Anthropomorphic,Kids,51
31547,https://myanimelist.net/anime/31547/Ryouma_30_Seconds,Ryouma 30 Seconds,,Unknown,5,Finished Airing,9/1/2009,,30,G - All Ages,,,19868,17466,summer,2009,2009,Unknown,Unknown,Unknown,NA,Historical,NA,317
8685,https://myanimelist.net/anime/8685/Ryuuichi_Manga_Gekijou_Onbu_Obake,Ryuuichi Manga Gekijou Onbu Obake,,Original,52,Finished Airing,10/7/1972,9/29/1973,25,G - All Ages,,,19871,15586,fall,1972,1972,Unknown,YTV,Eiken,Supernatural,NA,NA,471
4940,https://myanimelist.net/anime/4940/Sabaku_no_Kaizoku_Captain_Kuppa,Sabaku no Kaizoku! Captain Kuppa,Captain Kuppa,Manga,26,Finished Airing,8/13/2001,2/11/2002,25,G - All Ages,,,19877,14446,summer,2001,2001,Unknown,"NHK, Sogo Vision",Bee Train,"Action, Adventure",NA,NA,629
53828,https://myanimelist.net/anime/53828/Sabapara,Sabapara,Saba-gee Paradise,Original,10,Finished Airing,1/1/2016,,2,PG-13 - Teens 13 or older,,,19878,24473,,2016,,Unknown,Unknown,Unknown,"Comedy, Sports",Team Sports,NA,48
56677,https://myanimelist.net/anime/56677/Saekomdalkom_Catch_Tiniping,Saekomdalkom Catch! Tiniping,,Original,26,Currently Airing,9/22/2023,,,PG - Children,,,19881,20204,fall,2023,2023,Unknown,Unknown,Unknown,Fantasy,Mahou Shoujo,NA,151
48253,https://myanimelist.net/anime/48253/Saeng-il-wang-gug-ui_Princess_Pring,Saeng-il-wang-gug-ui Princess Pring,Princess Pring in the Birthday Kingdom,Original,26,Finished Airing,12/19/2015,7/16/2016,13,PG - Children,,,19882,22779,winter,2015,2016,Unknown,Unknown,Unknown,Fantasy,Anthropomorphic,Kids,67
47800,https://myanimelist.net/anime/47800/Sai_Er_Hao,Sai Er Hao,Seer,Game,52,Finished Airing,1/10/2012,1/1/2013,13,PG - Children,,,19885,20806,,2012,,Unknown,Unknown,Unknown,NA,NA,Kids,119
44153,https://myanimelist.net/anime/44153/Sai_Er_Hao_Season_10__Bing_Feng_Yaosai,Sai Er Hao Season 10: Bing Feng Yaosai,,Game,30,Finished Airing,5/30/2019,1/1/2019,15,PG - Children,,,19892,21545,,2019,,Unknown,Unknown,Unknown,NA,NA,Kids,88
49920,https://myanimelist.net/anime/49920/Sai_Er_Hao_Season_11__Liekong_Canghai,Sai Er Hao Season 11: Liekong Canghai,,Game,30,Finished Airing,1/8/2021,7/23/2021,13,PG - Children,,,19893,20173,winter,2021,2021,Unknown,Unknown,Unknown,NA,NA,Kids,153
44144,https://myanimelist.net/anime/44144/Sai_Er_Hao_Season_2__Sheng_Zhe_Ni_Xi,Sai Er Hao Season 2: Sheng Zhe Ni Xi,,Original,40,Finished Airing,2/1/2013,3/16/2013,13,PG - Children,,,19894,20564,winter,2013,2013,Unknown,Unknown,Unknown,NA,NA,Kids,133
44145,https://myanimelist.net/anime/44145/Sai_Er_Hao_Season_3__Guangming_De_Jiushu,Sai Er Hao Season 3: Guangming De Jiushu,,Game,30,Finished Airing,5/16/2014,1/1/2014,13,PG - Children,,,19895,21206,,2014,,Unknown,Unknown,Unknown,NA,NA,Kids,99
44146,https://myanimelist.net/anime/44146/Sai_Er_Hao_Season_4__Zhanshen_Fengyun_Jue,Sai Er Hao Season 4: Zhanshen Fengyun Jue,,Game,30,Finished Airing,1/16/2015,3/6/2015,13,PG - Children,,,19896,20657,winter,2015,2015,Unknown,Unknown,Unknown,NA,NA,Kids,127
44147,https://myanimelist.net/anime/44147/Sai_Er_Hao_Season_5__Lie_Tian_Kun_Shou,Sai Er Hao Season 5: Lie Tian Kun Shou,,Game,30,Finished Airing,4/1/2015,7/23/2015,13,PG - Children,,,19897,20764,spring,2015,2015,Unknown,Unknown,Unknown,NA,NA,Kids,121
44148,https://myanimelist.net/anime/44148/Sai_Er_Hao_Season_6__Cangqiong_Liehuo,Sai Er Hao Season 6: Cangqiong Liehuo,,Game,30,Finished Airing,1/1/2016,4/9/2016,15,PG - Children,,,19898,20741,winter,2016,2016,Unknown,Unknown,Unknown,NA,NA,Kids,123
44149,https://myanimelist.net/anime/44149/Sai_Er_Hao_Season_7__Yuzhou_Zhi_Yan,Sai Er Hao Season 7: Yuzhou Zhi Yan,,Game,30,Finished Airing,6/3/2016,9/17/2016,15,PG - Children,,,19899,20854,summer,2016,2016,Unknown,Unknown,Unknown,NA,NA,Kids,116
